image_filename,num_trees,tree_points,path_points
image_1746551090_231199631.jpg,6,"[(684, 337), (746, 329), (841, 326), (966, 300), (1064, 310), (1135, 310)]","[(1, 402), (519, 353), (1274, 447), (670, 348)]"
image_1746551093_271147818.jpg,5,"[(685, 330), (760, 322), (850, 313), (1008, 309), (1254, 292)]",NO PATH
image_1746551094_271177959.jpg,4,"[(649, 328), (755, 319), (845, 315), (1013, 312)]",NO PATH
image_1746551095_271180708.jpg,4,"[(653, 335), (771, 320), (857, 324), (1039, 310)]",NO PATH
image_1746551096_271738696.jpg,4,"[(644, 325), (769, 317), (854, 311), (1044, 300)]",NO PATH
image_1746551097_291267201.jpg,4,"[(664, 331), (803, 314), (885, 310), (1105, 297)]",NO PATH
image_1746551098_291892007.jpg,4,"[(667, 335), (825, 320), (902, 317), (1139, 300)]",NO PATH
image_1746551100_331217597.jpg,4,"[(699, 329), (890, 303), (944, 299), (1256, 290)]",NO PATH
image_1746551101_351314175.jpg,2,"[(688, 332), (913, 313)]",NO PATH
image_1746551104_391162073.jpg,7,"[(690, 339), (704, 342), (723, 343), (750, 341), (954, 326), (1030, 313), (1177, 310)]","[(1, 412), (567, 347), (1272, 478), (676, 350)]"
image_1746551105_391259447.jpg,6,"[(681, 337), (695, 340), (717, 340), (745, 341), (951, 321), (1034, 315)]","[(7, 373), (593, 345), (1277, 470), (655, 346)]"
image_1746551106_411363896.jpg,6,"[(681, 337), (696, 339), (720, 338), (753, 336), (958, 315), (1059, 315)]","[(4, 381), (576, 345), (1271, 470), (664, 348)]"
image_1746551109_471154710.jpg,7,"[(376, 336), (685, 329), (702, 333), (730, 333), (777, 330), (985, 313), (1150, 310)]","[(4, 383), (584, 345), (1268, 471), (659, 342)]"
image_1746551110_471203699.jpg,7,"[(344, 332), (671, 338), (686, 337), (717, 338), (770, 335), (975, 316), (1155, 299)]",NO PATH
image_1746551112_471246444.jpg,6,"[(311, 326), (680, 331), (700, 335), (739, 331), (803, 335), (1009, 306)]","[(72, 375), (592, 339), (1225, 466), (661, 340)]"
image_1746551114_471693835.jpg,6,"[(244, 336), (670, 337), (694, 336), (735, 338), (821, 328), (1016, 309)]","[(5, 381), (586, 341), (1275, 486), (655, 342)]"
image_1746551115_491163843.jpg,6,"[(192, 334), (664, 330), (686, 329), (734, 327), (833, 322), (1019, 307)]","[(37, 364), (579, 341), (1272, 484), (642, 342)]"
image_1746551117_491208061.jpg,7,"[(106, 331), (667, 333), (692, 338), (750, 327), (895, 329), (956, 317), (1049, 310)]","[(12, 378), (550, 348), (1265, 502), (645, 348)]"
image_1746551118_511214205.jpg,7,"[(103, 343), (687, 343), (718, 339), (779, 341), (953, 323), (995, 329), (1098, 318)]","[(8, 381), (573, 354), (1268, 504), (671, 356)]"
image_1746551122_552029794.jpg,5,"[(718, 323), (758, 319), (876, 318), (1073, 308), (1229, 286)]","[(10, 390), (613, 334), (1269, 476), (694, 339)]"
image_1746551123_571196662.jpg,5,"[(712, 320), (757, 326), (899, 318), (1071, 302), (1240, 290)]","[(3, 394), (591, 340), (1271, 477), (673, 340)]"
image_1746551124_591517786.jpg,4,"[(715, 322), (762, 322), (934, 319), (1087, 315)]","[(1, 400), (572, 342), (1267, 477), (677, 340)]"
image_1746551125_611255735.jpg,4,"[(705, 324), (761, 322), (967, 302), (1084, 303)]","[(3, 376), (579, 336), (1267, 474), (665, 338)]"
image_1746551126_631174678.jpg,3,"[(704, 326), (764, 318), (1041, 307)]","[(7, 378), (574, 340), (1260, 487), (677, 340)]"
image_1746551128_651403413.jpg,4,"[(725, 334), (802, 340), (898, 334), (1160, 306)]","[(3, 385), (576, 349), (1264, 480), (674, 347)]"
image_1746551130_671242735.jpg,3,"[(743, 337), (841, 334), (920, 331)]","[(2, 397), (601, 349), (1272, 473), (685, 347)]"
image_1746551131_691150190.jpg,4,"[(744, 333), (860, 329), (813, 333), (926, 332)]","[(4, 406), (593, 354), (1273, 478), (683, 350)]"
image_1746551133_693446664.jpg,4,"[(705, 322), (757, 320), (825, 314), (922, 316)]",NO PATH
image_1746551134_711231272.jpg,4,"[(700, 322), (755, 319), (820, 315), (946, 310)]",NO PATH
image_1746551142_771301847.jpg,4,"[(530, 334), (702, 343), (835, 334), (1032, 336)]","[(4, 392), (576, 348), (1268, 471), (670, 354)]"
image_1746551144_791225907.jpg,4,"[(514, 326), (695, 322), (877, 317), (1054, 316)]",NO PATH
image_1746551145_811146929.jpg,5,"[(499, 331), (690, 333), (846, 316), (896, 313), (1063, 321)]","[(1, 389), (551, 343), (1268, 473), (641, 345)]"
image_1746551146_811212111.jpg,5,"[(499, 322), (692, 326), (854, 317), (941, 315), (1087, 316)]","[(7, 391), (531, 343), (1268, 477), (653, 341)]"
image_1746551148_851821560.jpg,4,"[(472, 325), (684, 327), (857, 320), (1072, 313)]",NO PATH
image_1746551150_891147950.jpg,5,"[(488, 312), (681, 327), (718, 326), (899, 315), (1231, 310)]",NO PATH
image_1746551155_911193184.jpg,4,"[(442, 314), (684, 326), (737, 319), (959, 310)]",NO PATH
image_1746551156_911199165.jpg,4,"[(451, 336), (706, 348), (765, 348), (1006, 337)]",NO PATH
image_1746551157_911651200.jpg,5,"[(433, 342), (701, 357), (768, 355), (819, 348), (1009, 349)]",NO PATH
image_1746551158_931182425.jpg,5,"[(439, 343), (715, 358), (790, 361), (834, 356), (1045, 357)]",NO PATH
image_1746551160_951253366.jpg,4,"[(402, 355), (715, 357), (810, 362), (1093, 362)]","[(2, 400), (579, 367), (1273, 538), (655, 371)]"
image_1746551161_971177909.jpg,4,"[(391, 324), (705, 362), (814, 365), (1102, 373)]","[(4, 395), (570, 358), (1256, 520), (638, 369)]"
image_1746551162_991196982.jpg,4,"[(365, 334), (706, 355), (831, 365), (1125, 349)]","[(4, 394), (576, 353), (1265, 530), (634, 356)]"
image_1746551165_11221171.jpg,6,"[(338, 307), (694, 338), (723, 339), (857, 337), (908, 343), (1230, 347)]","[(4, 372), (575, 335), (1265, 530), (646, 339)]"
image_1746551166_11229359.jpg,6,"[(282, 294), (679, 343), (712, 350), (846, 333), (939, 348), (1251, 351)]","[(0, 376), (568, 344), (1260, 541), (628, 343)]"
image_1746551167_11465999.jpg,5,"[(246, 289), (690, 341), (724, 344), (862, 335), (1018, 355)]","[(5, 365), (534, 336), (1266, 539), (639, 341)]"
image_1746551169_51152010.jpg,5,"[(113, 289), (412, 305), (678, 339), (719, 351), (860, 332)]","[(2, 382), (538, 334), (1248, 559), (622, 340)]"
image_1746551171_51219108.jpg,4,"[(172, 282), (779, 334), (839, 339), (995, 335)]","[(5, 386), (643, 331), (1258, 507), (718, 336)]"
