image_filename,num_trees,tree_points,path_points
image_1746551202_371204622.jpg,5,"[(111, 276), (348, 302), (661, 335), (706, 330), (842, 325)]",NO PATH
image_1746551206_411159367.jpg,5,"[(87, 277), (264, 295), (676, 335), (741, 334), (1020, 336)]",NO PATH
image_1746551208_431304645.jpg,4,"[(463, 327), (622, 332), (664, 333), (741, 338)]",NO PATH
image_1746551209_432886553.jpg,4,"[(456, 330), (620, 335), (665, 336), (745, 334)]",NO PATH
image_1746551210_451190464.jpg,4,"[(33, 267), (463, 339), (674, 345), (772, 343)]",NO PATH
image_1746551212_471161052.jpg,5,"[(514, 331), (639, 329), (682, 335), (739, 337), (877, 335)]",NO PATH
image_1746551213_471182745.jpg,5,"[(516, 325), (641, 334), (692, 339), (756, 338), (935, 342)]",NO PATH
image_1746551216_491278195.jpg,5,"[(415, 316), (589, 329), (800, 329), (869, 334), (1088, 329)]",NO PATH
image_1746551218_511181294.jpg,6,"[(391, 321), (583, 323), (703, 331), (784, 330), (922, 321), (1133, 316)]",NO PATH
image_1746551220_531165194.jpg,5,"[(337, 319), (564, 323), (784, 328), (999, 338), (1162, 325)]",NO PATH
image_1746551221_551110057.jpg,5,"[(303, 317), (543, 326), (675, 334), (769, 329), (1055, 337)]",NO PATH
image_1746551223_571152518.jpg,5,"[(269, 313), (534, 321), (675, 329), (794, 325), (1110, 314)]",NO PATH
image_1746551224_571204867.jpg,5,"[(232, 300), (520, 322), (664, 327), (796, 327), (1105, 313)]",NO PATH
image_1746551227_611210112.jpg,6,"[(164, 305), (512, 322), (664, 334), (774, 332), (851, 332), (1168, 318)]",NO PATH
image_1746551228_631168224.jpg,6,"[(130, 295), (500, 322), (671, 329), (784, 325), (886, 330), (1204, 316)]",NO PATH
image_1746551232_691160828.jpg,4,"[(72, 302), (549, 320), (718, 329), (863, 334)]",NO PATH
image_1746551233_692060678.jpg,3,"[(525, 310), (701, 328), (849, 325)]",NO PATH
image_1746551234_711126072.jpg,3,"[(512, 312), (693, 326), (848, 334)]",NO PATH
image_1746551236_711164753.jpg,3,"[(520, 321), (717, 323), (880, 327)]",NO PATH
image_1746551238_711268971.jpg,4,"[(519, 310), (724, 331), (901, 332), (972, 338)]",NO PATH
image_1746551239_731186666.jpg,4,"[(525, 303), (735, 325), (926, 331), (992, 338)]",NO PATH
image_1746551240_731899601.jpg,4,"[(503, 317), (734, 332), (917, 333), (982, 333)]",NO PATH
image_1746551241_753621802.jpg,4,"[(516, 304), (756, 319), (959, 329), (1027, 328)]",NO PATH
image_1746551242_771559788.jpg,4,"[(514, 311), (762, 329), (976, 330), (1046, 334)]",NO PATH
image_1746551244_811368202.jpg,3,"[(477, 307), (741, 318), (973, 317)]",NO PATH
image_1746551245_831563501.jpg,4,"[(228, 292), (564, 316), (766, 313), (814, 318)]",NO PATH
image_1746551246_851157927.jpg,4,"[(402, 302), (495, 312), (630, 316), (673, 325)]",NO PATH
image_1746551247_851169347.jpg,5,"[(293, 321), (411, 302), (553, 319), (596, 329), (1150, 325)]",NO PATH
image_1746551248_851190976.jpg,5,"[(244, 305), (385, 313), (526, 325), (578, 325), (1152, 326)]",NO PATH
image_1746551249_871321506.jpg,4,"[(252, 308), (418, 326), (483, 334), (1015, 329)]",NO PATH
image_1746551251_911376963.jpg,4,"[(217, 312), (382, 324), (463, 333), (1057, 326)]",NO PATH
image_1746551253_951159616.jpg,4,"[(230, 313), (376, 313), (470, 325), (1177, 310)]",NO PATH
image_1746551254_971164448.jpg,4,"[(271, 329), (342, 329), (457, 332), (1220, 331)]",NO PATH
image_1746551255_991162080.jpg,3,"[(248, 327), (322, 323), (449, 331)]",NO PATH
image_1746551256_991214461.jpg,5,"[(171, 316), (234, 328), (293, 328), (344, 330), (436, 333)]",NO PATH
image_1746551257_991222042.jpg,3,"[(214, 323), (401, 334), (1078, 346)]",NO PATH
image_1746551260_11236759.jpg,3,"[(52, 305), (348, 334), (1138, 352)]",NO PATH
image_1746551292_451153299.jpg,4,"[(230, 301), (611, 328), (897, 315), (1206, 329)]",NO PATH
image_1746551294_491329142.jpg,4,"[(203, 317), (604, 334), (918, 326), (1238, 329)]",NO PATH
image_1746551296_531152979.jpg,4,"[(180, 318), (599, 334), (933, 314), (999, 314)]",NO PATH
image_1746551298_571169684.jpg,4,"[(177, 316), (610, 332), (899, 326), (968, 329)]",NO PATH
image_1746551301_591146604.jpg,5,"[(210, 319), (626, 334), (954, 318), (1043, 317), (1122, 322)]",NO PATH
image_1746551304_631176297.jpg,4,"[(200, 322), (634, 330), (978, 329), (1114, 324)]",NO PATH
image_1746551305_631596620.jpg,4,"[(199, 326), (637, 332), (991, 327), (1148, 317)]",NO PATH
image_1746551306_651158789.jpg,4,"[(154, 322), (614, 329), (969, 326), (1128, 318)]",NO PATH
image_1746551307_651282787.jpg,4,"[(151, 318), (612, 332), (988, 326), (1174, 314)]",NO PATH
image_1746551309_691341476.jpg,3,"[(611, 321), (1009, 317), (1237, 314)]",NO PATH
image_1746551310_711674505.jpg,3,"[(624, 326), (122, 301), (1041, 329)]",NO PATH
image_1746551312_751192387.jpg,3,"[(85, 325), (612, 339), (1047, 327)]",NO PATH
image_1746551313_771168258.jpg,3,"[(53, 323), (595, 328), (1045, 330)]",NO PATH
image_1746551316_791202108.jpg,3,"[(400, 325), (568, 323), (1057, 324)]",NO PATH
image_1746551317_811205788.jpg,4,"[(406, 326), (564, 325), (751, 320), (1074, 312)]",NO PATH
image_1746551319_851774596.jpg,4,"[(416, 320), (591, 317), (794, 313), (1128, 313)]",NO PATH
image_1746551320_871146523.jpg,5,"[(399, 308), (593, 318), (798, 333), (1134, 312), (1210, 319)]",NO PATH
image_1746551321_871174072.jpg,5,"[(405, 327), (598, 322), (808, 319), (1171, 309), (1254, 304)]",NO PATH
image_1746551323_429906661.jpg,4,"[(389, 324), (577, 320), (805, 323), (1172, 303)]",NO PATH
image_1746551326_431774319.jpg,4,"[(341, 324), (576, 324), (826, 312), (1253, 318)]",NO PATH
image_1746551327_451156978.jpg,5,"[(266, 329), (320, 325), (99, 317), (582, 334), (847, 327)]",NO PATH
image_1746551330_451244728.jpg,4,"[(40, 323), (305, 319), (605, 313), (929, 306)]",NO PATH
image_1746551332_491471419.jpg,3,"[(313, 309), (629, 318), (1017, 324)]",NO PATH
image_1746551333_511154116.jpg,3,"[(276, 335), (633, 323), (1037, 316)]",NO PATH
image_1746551335_511465528.jpg,3,"[(199, 330), (621, 312), (1100, 317)]",NO PATH
image_1746551336_511476687.jpg,3,"[(148, 338), (614, 322), (1133, 334)]",NO PATH
image_1746551337_511576936.jpg,4,"[(86, 317), (610, 315), (1100, 312), (1187, 320)]",NO PATH
image_1746551338_532364071.jpg,3,"[(41, 329), (610, 315), (1129, 324)]",NO PATH
image_1746551339_551264671.jpg,3,"[(3, 312), (620, 327), (1162, 330)]",NO PATH
image_1746551340_571485811.jpg,2,"[(607, 317), (1176, 338)]",NO PATH
image_1746551341_591173916.jpg,4,"[(596, 329), (942, 327), (1038, 327), (1177, 338)]",NO PATH
image_1746551343_591192394.jpg,5,"[(582, 316), (857, 319), (953, 324), (1055, 318), (1216, 328)]",NO PATH
image_1746551345_631152455.jpg,5,"[(536, 316), (828, 323), (927, 326), (1032, 330), (1222, 324)]",NO PATH
image_1746551347_631172437.jpg,5,"[(390, 299), (711, 323), (801, 315), (889, 318), (1055, 307)]",NO PATH
image_1746551349_631324262.jpg,4,"[(122, 284), (566, 316), (646, 316), (885, 295)]",NO PATH
image_1746551350_651431672.jpg,3,"[(476, 299), (567, 311), (791, 298)]",NO PATH
image_1746551352_691145008.jpg,3,"[(436, 298), (687, 293), (1203, 302)]",NO PATH
image_1746551354_711172246.jpg,3,"[(229, 304), (545, 307), (1004, 315)]",NO PATH
image_1746551356_732609978.jpg,3,"[(427, 309), (911, 332), (1161, 328)]",NO PATH
